nombre,descripcion,sentido,unidad_medida,fecha_creacion,fecha_ult_modif,derecho_cdmx,ods,instrumento,frecuencia,dimension,fuente_inst,fuente,url_fuente,url_csv
"rendimiento agricola total de lechuga, romeritos, col, maiz y verdolaga en las alcaldias xochimilco y tlahuac","valor de la produccion agricola cosechada de lechuga, romeritos, col, maiz y  verdolaga en xochimilco y tlahuac para ciclo ciclico-perenne de modalidad riego-temporal por hectarea.",ascendente,pesos por hectarea,2023-10-17 19:05:24.446812,2024-06-11 18:25:12.908182,"derecho a la tierra, al territorio y a los recursos naturales",produccion y consumo responsables,pgot,anual,eficacia,sader,siap (s.f.) anuario estadistico de la produccion agricola,https://nube.siap.gob.mx/cierreagricola/,https://indicadores.cdmx.gob.mx/dataset/8d1307d5-4222-4737-a37f-eddc5d17db0f/resource/6b51e9eb-6f4f-4851-95c0-2dfe8c154e5a/download/historico-rendimiento-del-lechuga-romeritos-col-maiz-y-verdolaga-en-xochimilco-y-tlahuac.csv
rendimiento total del area agricola,valor de la produccion agricola cosechada para ciclo ciclico-perenne de modalidad riego-temporal por hectarea.,ascendente,pesos por hectarea,2023-10-17 19:05:33.751058,2024-06-11 18:44:04.119758,"derecho a la tierra, al territorio y a los recursos naturales",produccion y consumo responsables,pgot,anual,eficacia,sader,servicio de informacion agroalimentaria y pesquera (siap),https://nube.siap.gob.mx/cierreagricola/,https://indicadores.cdmx.gob.mx/dataset/7f492f13-fbb9-4930-a043-b5f73546bc3e/resource/17b56cb1-2508-4f2b-a1e9-039ec97de374/download/historico-rendimiento-del-area-agricola.csv
renovacion tecnologica del c5 en la cdmx,"total de intervenciones, reparaciones y rehabilitaciones en postes del c5.",ascendente,numero,2023-10-17 19:05:37.761959,2024-09-03 17:46:49.444859,derecho a la seguridad ciudadana y a la prevencion de la violencia y del delito,"paz, justicia e instituciones solidas",pgd,anual,calidad,gob cdmx,"gob cdmx, sexto informe de gobierno",https://informedegobierno.cdmx.gob.mx/documentos/,https://indicadores.cdmx.gob.mx/dataset/2e555c27-652c-4de9-9ac8-57178a5458d4/resource/23471341-6af2-4270-bae1-2c7615633818/download/historico-renovacion-tecnologica-del-c5-en-la-cdmx.csv
porcentaje de avance de la ampliacion de la linea 12 del stc metro,"porcentaje de avance en la finalizacion de la ampliacion de la linea 12 del stc metro, de mixcoac a observatorio.",ascendente,porcentaje,2023-10-17 19:05:47.999381,2023-10-17 19:05:47.972587,derecho a la movilidad,ciudades y comunidades sostenibles,pim,anual,eficacia,semovi,secretaria de movilidad (semovi),https://www.semovi.cdmx.gob.mx/storage/app/media/pim-2019-2024.pdf,https://indicadores.cdmx.gob.mx/dataset/837a3bb3-d3be-407a-bcea-5a70d419a8a3/resource/7ad7839b-097d-4f56-918d-1c9e512afa6d/download/historico-porcentaje-de-avance-de-la-ampliacion-de-la-linea-12-del-stc-metro.csv
senderos seguros,"total de senderos camina libre, camina segura.",ascendente,numero,2023-10-17 19:06:05.300004,2024-08-21 18:54:25.030732,derecho a la via publica,ciudades y comunidades sostenibles,pgot,anual,eficacia,secretaria de obras y servicios,sobse,https://www.obras.cdmx.gob.mx/secretaria/informes-de-gobierno,https://indicadores.cdmx.gob.mx/dataset/f454b800-5bd2-448a-998f-0be9c887577a/resource/55608b76-2dd2-4a77-b162-e4fb6c3b854e/download/historico-senderos-seguros.csv
sitios con wi-fi gratuito,total de puntos de conexion gratuita a internet.,ascendente,numero,2023-10-17 19:07:06.971166,2024-06-07 18:54:42.239905,derecho a la ciencia y a la innovacion tecnologica,"industria, innovacion e infraestructura",pgd,anual,eficacia,adip,"adip, puntos de acceso wifi cdmx",https://datos.cdmx.gob.mx/dataset/puntos-de-acceso-wifi-en-la-ciudad-de-mexico,https://indicadores.cdmx.gob.mx/dataset/71f6fcdb-2905-4877-b99c-613d43e317f1/resource/40e8b15a-c945-4dbf-aa13-15bb8e26a090/download/historico-sitios-con-wi-fi-gratuito.csv
suelo de conservacion  que cuenta con capacidad asegurada para ofrecer servicios ambientales,"porcentaje del suelo de conservacion catalogado como: forestal de conservacion, restaurado, reforestado, rural agroecologico.",ascendente,porcentaje,2023-10-17 19:05:46.884732,2024-05-20 18:04:42.905221,"derecho a la tierra, al territorio y a los recursos naturales",produccion y consumo responsables,pgot,anual,eficacia,centro geo,pgoedf,https://paot.org.mx/centro/programas/pgoedf.pdf,https://indicadores.cdmx.gob.mx/dataset/e854e168-e6e6-4edb-acf7-2698922316f8/resource/97003237-0b6c-4901-a476-535df6cefeee/download/historico-porcentaje-del-suelo-de-conservacion-que-cuenta-con-capacidad-asegurada-para-ofrecer-1.csv
superficie agricola total,superficie agricola total en hectareas de las unidades de produccion agropecuaria activas en la ciudad de mexico por alcaldia.,,hectareas,2024-06-25 17:57:20.305123,2024-07-10 20:41:51.449649,derecho a la alimentacion,vida de ecosistemas terrestres,visor cdmx,no determinada,eficacia,inegi,"inegi, censo agropecuario (ca)",https://www.inegi.org.mx/programas/ca/2022/,https://indicadores.cdmx.gob.mx/dataset/7710fb14-0053-4b09-bae3-eb4041cb0bc9/resource/c6f20063-ccd0-4c17-bcd5-711ac160ccd0/download/historicodetalle-superficie-agricola-total.csv
superficie de conservacion recuperada,hectareas de suelo de conservacion de la ciudad de mexico que fueron recuperadas por la secretaria de medio ambiente.,,hectareas,2023-10-19 19:00:12.693107,2024-05-21 22:05:49.036266,derecho a un medio ambiente sano,vida de ecosistemas terrestres,visor cdmx,anual,eficacia,sedema,"sedema, , coordinacion de inspeccion ambiental en suelo de conservacion y areas naturales protegidas",no disponible,https://indicadores.cdmx.gob.mx/dataset/31ae9f68-67f1-476e-8bc8-5da03f78d379/resource/9b017a3f-19c2-49ff-8a60-df144c6739da/download/historico-visor-superficie-de-conservacion-recuperada.csv
superficie de las areas de conservacion patrimonial,este indicador busca conocer el area de la superficie de las areas de conservacion ambiental,ascendente,hectareas,2023-10-17 19:05:59.273984,2024-06-20 23:06:51.120383,derechos culturales,ciudades y comunidades sostenibles,pgot,anual,eficacia,ipdp,poligonos con las areas de conservacion patrimonial de la ciudad de mexico,https://datos.cdmx.gob.mx/dataset/areas-de-conservacion-patrimonial,https://indicadores.cdmx.gob.mx/dataset/2d457799-b56c-4576-9ed5-b925373fe196/resource/b849848c-d75e-493b-9c6b-1707c61ed968/download/historico-superficie-de-las-areas-de-conservacion-patrimonial.csv
superficie de las colonias con un nivel de equipamiento e infraestructura muy bajo,superficie total de las colonias con un nivel de equipamiento e infraestructura muy bajo.,descendente,hectareas,2023-10-17 19:06:25.138593,2023-10-17 19:06:25.111907,derecho a la ciudad,"industria, innovacion e infraestructura",pgot,no determinada,eficacia,centrogeo,centrogeo,no disponible,https://indicadores.cdmx.gob.mx/dataset/63857937-acbf-40a5-b4f0-58eee22a5948/resource/ce19a11e-98fe-4c7d-b3b7-8a3542e6effd/download/historico-superficie-de-las-colonias-con-un-nivel-de-equipamiento-e-infraestructura-muy-bajo.csv
superficie forestal restaurada,total de la superficie reforestada dentro y fuera de las reglas de operacion establecidas para la asignacion de apoyos economicos a actividades de reforestacion.,ascendente,hectareas,2023-10-17 19:05:31.965900,2024-08-15 22:59:19.953312,derecho a un medio ambiente sano,vida de ecosistemas terrestres,pgd,anual,eficacia,conafor,"conafor, gerencia de reforestacion",http://dgeiawf.semarnat.gob.mx:8080/ibi_apps/wfservlet?ibif_ex=d3_rforesta09_06&ibic_user=dgeia_mce&ibic_pass=dgeia_mce&nombreentidad=*&nombreanio=*,https://indicadores.cdmx.gob.mx/dataset/1fc9809e-48b6-469b-8608-9d7555d3f1ef/resource/211dd470-90a0-4d78-a594-2b60fb702ea2/download/historico-superficie-forestal-restaurada.csv
"superficie recuperada de suelo de conservacion, areas naturales protegidas y areas de valor ambiental","superficie total, en hectareas, de suelo de conservacion (sc), areas naturales protegidas (anp) y areas de valor ambiental (ava) que ha sido recuperada.",ascendente,hectareas,2023-10-17 19:05:18.926686,2024-09-09 19:01:31.872439,derecho a un medio ambiente sano,vida de ecosistemas terrestres,pgot,anual,eficacia,sedema,"sedema, coordinacion de inspeccion ambiental en suelo de conservacion y areas naturales protegidas dgcorenadr",no disponible,https://indicadores.cdmx.gob.mx/dataset/8589bd99-128f-45ef-a42b-9bdcae9bde4b/resource/622433f4-3b16-4fad-b451-2d2485fcd340/download/historico-superficie-recuperada-de-sc-anp-ava.csv
tasa bruta de escolarizacion en educacion superior,"porcentaje de alumnos inscritos en la educacion superior escolarizada al inicio del ciclo escolar, respecto de la poblacion de 18 a 22 años. se incluyen a todos aquellos que se encuentran inscritos en: estudios tecnicos o comerciales con preparatoria terminada, normal de licenciatura y licenciatura.",ascendente,porcentaje,2024-06-25 17:49:42.059186,2024-06-26 16:56:54.253842,derecho a la educacion,educacion de calidad,visor cdmx,anual,eficacia,sep,sep,https://planeacion.sep.gob.mx/estadisticaeducativas.aspx,https://indicadores.cdmx.gob.mx/dataset/ecbdacf7-6c6a-44e7-bce2-5f6c440d7775/resource/68ce3859-6983-4033-8aca-841b6974282b/download/historico-tasa-bruta-de-escolarizacion-en-educacion-superior.csv
tasa de analfabetismo de benito juarez por grupo etario,"porcentaje de personas mayores de 15 años que no saben leer ni escribir un breve recado, organizado por grupo etario.",,porcentaje,2024-07-12 23:15:01.495398,2024-07-23 17:06:00.003091,derecho a la educacion,educacion de calidad,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/3cc47ae3-b0de-4df7-9ff8-36fda9df2592/resource/f64a4ee1-01fc-44b3-a1d8-b9f451adb7b8/download/historicodetalle-tasa-analfabet-bj.csv
tasa de analfabetismo de venustiano carranza por grupo etario,"porcentaje de personas mayores de 15 años que no saben leer ni escribir un breve recado, organizado por grupo etario.",,porcentaje,2024-07-12 23:28:29.965700,2024-07-23 17:10:36.819282,derecho a la educacion,educacion de calidad,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/63ff81c4-c41e-49bf-9bb5-b0bddf6d2170/resource/cd25951a-8dbd-4eb1-b848-1922a293876e/download/historicodetalle-tasa-analfabet-vcarraza.csv
tasa de analfabetismo de xochimilco por grupo etario,"porcentaje de personas mayores de 15 años que no saben leer ni escribir un breve recado, organizado por grupo etario.",,porcentaje,2024-07-12 23:10:59.515793,2024-07-23 17:04:34.075612,derecho a la educacion,educacion de calidad,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/8e517314-a26c-4b14-86be-52f91a3cb9f1/resource/ad999353-4f64-482e-9f1a-82da5571c8b0/download/historicodetalle-tasa-analfabet-xochimilco.csv
tasa de analfabetismo en alvaro obregon por grupo etario,"porcentaje de personas mayores de 15 años que no saben leer ni escribir un breve recado, organizado por grupo etario.",,porcentaje,2024-07-12 22:55:37.057663,2024-07-23 16:55:17.035905,derecho a la educacion,educacion de calidad,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/1883e301-1161-4572-8318-e140d67e204c/resource/fcd69e43-8980-4146-acb0-2c130aa69f56/download/historicodetalle-tasa-analfabet-alvaroobregon.csv
tasa de analfabetismo en alvaro obregon por sexo,"porcentaje de personas mayores de 15 años que no saben leer ni escribir un breve recado, organizado por sexo.",descendente,porcentaje,2024-07-15 19:38:31.404063,2024-07-23 18:02:57.161534,derecho a la educacion,educacion de calidad,visor alcadias,quinquenal,eficacia,inegi,"censo de poblacion y vivienda, inegi",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/5d72750d-1d4b-4d03-abc6-a6c1262177ab/resource/5e005fd8-0407-41b0-a002-1b6017c8d7df/download/historicodetalle-tasa-analfabetizacion-porsexo-alvaroo.csv
tasa de analfabetismo en azcapotzalco por grupo etario,"porcentaje de personas mayores de 15 años que no saben leer ni escribir un breve recado, organizado por grupo etario.",,porcentaje,2024-07-12 16:56:25.195796,2024-07-23 16:32:16.450799,derecho a la educacion,educacion de calidad,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/c45c3c34-c25c-4880-b948-9189180e3394/resource/1743a819-8f2a-4854-8d7c-7c61e0e4e4fd/download/historicodetalle-tasa-analfabet-azcapo.csv
tasa de analfabetismo en azcapotzalco por sexo,"numero de personas mayores de 15 años que no saben leer ni escribir un breve recado por cada cien personas, organizado por sexo.",descendente,tasa (por cada 100 personas),2024-07-15 16:52:45.556975,2024-07-23 17:48:29.778460,derecho a la educacion,educacion de calidad,visor alcadias,quinquenal,eficacia,inegi,"censo de poblacion y vivienda, inegi",https://www.inegi.org.mx/programas/ccpv/2020/#microdatos,https://indicadores.cdmx.gob.mx/dataset/2f6bcdf3-67d8-4606-9276-1225011777d5/resource/249eb7e8-1f98-4e2e-a369-a2d5a6e477e4/download/historicodetalle-tasa-analfabetizacion-porsexo-azcapo.csv
tasa de analfabetismo en benito juarez por sexo,"numero de personas mayores de 15 años que no saben leer ni escribir un breve recado por cada cien personas, organizado por sexo.",descendente,porcentaje,2024-07-15 21:19:12.460555,2024-07-23 18:09:14.707917,derecho a la educacion,educacion de calidad,visor alcaldias,quinquenal,eficacia,inegi,"censo de poblacion y vivienda, inegi",https://www.inegi.org.mx/programas/ccpv/2020/#microdatos,https://indicadores.cdmx.gob.mx/dataset/d979d1c3-af98-446f-b279-e7f42fe26edb/resource/c70743e6-659b-4950-9678-deea43bf517f/download/historicodetalle-tasa-analfabetizacion-porsexo-bj.csv
tasa de analfabetismo en coyoacan por grupo etario,"porcentaje de personas mayores de 15 años que no saben leer ni escribir un breve recado, organizado por grupo etario.",,porcentaje,2024-07-12 22:21:15.036571,2024-07-23 16:34:16.853164,derecho a la educacion,educacion de calidad,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/362cd985-35f8-4c94-8c15-752e1b559730/resource/2b74d702-2539-4d68-bdaa-0175057feada/download/historicodetalle-tasa-analfabet-coyoacan.csv
tasa de analfabetismo en coyoacan por sexo,"numero de personas mayores de 15 años que no saben leer ni escribir un breve recado por cada cien personas, organizado por sexo.",descendente,porcentaje,2024-07-15 18:30:06.336640,2024-07-23 17:49:53.236313,derecho a la educacion,educacion de calidad,visor alcadias,.,eficacia,inegi,censo de poblacion y vivienda,https://www.inegi.org.mx/programas/ccpv/2020/#microdatos,https://indicadores.cdmx.gob.mx/dataset/4a24248c-071f-4070-9205-b9df60d0e31f/resource/4671f09e-c12e-4451-9c79-eb1b0fa1e56e/download/historicodetalle-tasa-analfabetizacion-porsexo-coyo.csv
tasa de analfabetismo en cuajimalpa por grupo etario,"porcentaje de personas mayores de 15 años que no saben leer ni escribir un breve recado, organizado por grupo etario.",,porcentaje,2024-07-12 22:30:20.013270,2024-07-23 16:35:29.683851,derecho a la educacion,educacion de calidad,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/0e412ab7-3225-4a4e-a4ab-0560002b7714/resource/b2a87c6c-5474-493f-a29a-be0600bf1861/download/historicodetalle-tasa-analfabet-cuajimalpa.csv
tasa de analfabetismo en cuauhtemoc por grupo etario,"porcentaje de personas mayores de 15 años que no saben leer ni escribir un breve recado, organizado por grupo etario.",,porcentaje,2024-07-12 23:18:53.292121,2024-07-23 17:07:27.593966,derecho a la educacion,educacion de calidad,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/18c26f25-b85d-4c8b-b646-89ede59fa59b/resource/87994227-1407-4221-bb32-26eb417119d8/download/historicodetalle-tasa-analfabet-cuauhtemoc.csv
tasa de analfabetismo en cuauhtemoc por sexo,"numero de personas mayores de 15 años que no saben leer ni escribir un breve recado por cada cien personas, organizado por sexo.",descendente,porcentaje,2024-07-15 21:26:27.317519,2024-07-23 18:10:17.772041,derecho a la educacion,educacion de calidad,visor cdmx,quinquenal,eficacia,inegi,"censo de poblacion y vivienda, inegi",https://www.inegi.org.mx/programas/ccpv/2020/#microdatos,https://indicadores.cdmx.gob.mx/dataset/32c50da6-8c7d-41d0-8362-afdbc5aee033/resource/f00b2f17-e295-438e-8512-7b3c286c2bce/download/historicodetalle-tasa-analfabetizacion-porsexo-cuauhtemoc.csv
